CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
M,N,N,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,1,0,0,Core staff,2.0,0
M,N,N,0,190399.5,Commercial associate,Secondary / secondary special,Married,House / apartment,-10409,-1338,1,1,0,0,Core staff,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,2.0,0
M,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17395,-424,1,1,1,0,Drivers,2.0,0
M,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17395,-424,1,1,1,0,Drivers,2.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,0
F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20037,-4929,1,0,1,0,Laborers,1.0,0
F,N,N,0,72000.0,State servant,Secondary / secondary special,Married,House / apartment,-19546,-7698,1,0,0,0,Cooking staff,2.0,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,0
F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13902,-1703,1,1,0,0,High skill tech staff,2.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,N,N,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-11256,-362,1,0,1,0,Sales staff,3.0,0
F,Y,N,1,292500.0,Working,Higher education,Married,House / apartment,-17205,-1946,1,1,1,0,Accountants,3.0,0
F,Y,N,1,292500.0,Working,Higher education,Married,House / apartment,-17205,-1946,1,1,1,0,Accountants,3.0,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,1,0,0,Managers,3.0,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,1,0,0,Managers,3.0,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,1,0,0,Managers,3.0,0
M,Y,N,1,135000.0,Working,Higher education,Married,House / apartment,-12241,-1581,1,1,0,0,Managers,3.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12270,-150,1,0,1,0,Security staff,4.0,0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12270,-150,1,0,1,0,Security staff,4.0,0
F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12270,-150,1,0,1,0,Security staff,4.0,0
M,Y,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9299,-1277,1,1,1,0,Drivers,1.0,0
M,Y,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9299,-1277,1,1,1,0,Drivers,1.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,2,171000.0,Working,Secondary / secondary special,Married,With parents,-11301,-2250,1,1,0,0,Laborers,4.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
M,Y,N,1,378000.0,State servant,Higher education,Married,House / apartment,-14264,-2738,1,0,0,0,Other,3.0,0
F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14786,-972,1,1,0,0,Sales staff,4.0,0
F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14786,-972,1,1,0,0,Sales staff,4.0,0
F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14786,-972,1,1,0,0,Sales staff,4.0,0
M,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11740,-1550,1,1,0,1,Other,4.0,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11515,-89,1,1,0,0,Managers,4.0,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11515,-89,1,1,0,0,Managers,4.0,0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11684,-1611,1,0,0,0,Security staff,2.0,0
F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-21089,365243,1,0,1,0,Other,1.0,0
F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-21089,365243,1,0,1,0,Other,1.0,1
F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-21089,365243,1,0,1,0,Other,1.0,1
F,N,N,0,135000.0,Pensioner,Higher education,Single / not married,House / apartment,-21089,365243,1,0,1,0,Other,1.0,1
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10573,-1185,1,1,1,0,Medicine staff,2.0,0
M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,1,0,Sales staff,4.0,0
M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,1,0,Sales staff,4.0,0
M,Y,N,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17241,-4291,1,1,1,0,Sales staff,4.0,0
M,Y,N,2,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11425,-4625,1,1,0,0,Laborers,4.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,1
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,1
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,0
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,1
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,1
M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10152,-2585,1,1,0,0,Laborers,2.0,1
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,Other,4.0,0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,Other,4.0,0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,Other,4.0,1
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,Other,4.0,0
M,Y,N,2,427500.0,Commercial associate,Higher education,Married,House / apartment,-14561,-4745,1,0,1,0,Other,4.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19993,-181,1,0,1,0,Sales staff,2.0,0
F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19993,-181,1,0,1,0,Sales staff,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-14434,-3680,1,0,1,0,Secretaries,2.0,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-14434,-3680,1,0,1,0,Secretaries,2.0,1
M,N,N,0,716323.5,State servant,Secondary / secondary special,Single / not married,With parents,-9377,-2433,1,0,0,0,Laborers,1.0,0
M,N,N,0,716323.5,State servant,Secondary / secondary special,Single / not married,With parents,-9377,-2433,1,0,0,0,Laborers,1.0,1
F,Y,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17162,-212,1,0,0,0,Cleaning staff,2.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,1
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,1
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060,-7364,1,1,0,0,Cooking staff,2.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,0
M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116,-880,1,0,0,0,Laborers,3.0,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,1
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,1
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,1
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20285,-1734,1,1,1,0,High skill tech staff,2.0,1
F,N,N,2,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9175,-1399,1,0,0,0,Managers,4.0,0
M,N,N,3,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13745,-212,1,0,0,0,Laborers,5.0,0
M,N,N,3,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13745,-212,1,0,0,0,Laborers,5.0,0
M,N,N,3,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13745,-212,1,0,0,0,Laborers,5.0,0
M,N,N,3,121500.0,Working,Secondary / secondary special,Married,House / apartment,-13745,-212,1,0,0,0,Laborers,5.0,0
F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22481,365243,1,0,1,0,Other,2.0,0
F,N,N,0,63000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22481,365243,1,0,1,0,Other,2.0,0
F,N,N,0,135000.0,State servant,Incomplete higher,Married,Municipal apartment,-16087,-2616,1,1,0,0,Managers,2.0,0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,0
M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22780,-9830,1,1,0,0,Laborers,2.0,0
F,N,N,3,135000.0,Commercial associate,Higher education,Married,House / apartment,-13389,-150,1,0,0,0,Sales staff,5.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,1
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,2.0,0
F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,1,0,Sales staff,1.0,0
F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,1,0,Sales staff,1.0,0
F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348,-424,1,1,1,0,Sales staff,1.0,0
F,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,-12870,-515,1,0,0,1,Sales staff,1.0,0
F,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,-12870,-515,1,0,0,1,Sales staff,1.0,0
F,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,-12870,-515,1,0,0,1,Sales staff,1.0,0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,0
M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,0
M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-10888,-1093,1,1,0,0,Laborers,2.0,0
M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-10888,-1093,1,1,0,0,Laborers,2.0,0
M,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-10888,-1093,1,1,0,0,Laborers,2.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723,365243,1,0,1,0,Other,1.0,0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18523,365243,1,0,0,0,Other,2.0,0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18523,365243,1,0,0,0,Other,2.0,1
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18523,365243,1,0,0,0,Other,2.0,0
F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18523,365243,1,0,0,0,Other,2.0,0
F,N,N,0,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836,365243,1,0,0,0,Other,2.0,0
M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14050,-3680,1,1,1,0,Laborers,1.0,1
M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,Other,5.0,0
M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,Other,5.0,0
M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,Other,5.0,0
F,N,N,0,90000.0,State servant,Higher education,Married,House / apartment,-13754,-2891,1,1,1,0,Other,2.0,1
F,N,N,0,90000.0,State servant,Higher education,Married,House / apartment,-13754,-2891,1,1,1,0,Other,2.0,1
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,1
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,1
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,1
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,1
M,Y,N,2,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,0,Other,4.0,0
M,Y,N,2,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,0,Other,4.0,1
M,Y,N,2,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,0,Other,4.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11812,-1642,1,1,0,0,Core staff,2.0,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11812,-1642,1,1,0,0,Core staff,2.0,0
F,N,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10976,-668,1,0,0,0,High skill tech staff,3.0,1
F,N,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10976,-668,1,0,0,0,High skill tech staff,3.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,Other,2.0,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914,-1155,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914,-1155,1,0,0,0,Laborers,2.0,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8308,-1308,1,1,1,0,Other,1.0,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8308,-1308,1,1,1,0,Other,1.0,0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8308,-1308,1,1,1,0,Other,1.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0
